Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
女孩,女孩,3,9,76693,62601,6088,5876,13197,3606
女星,女星,3,9,76693,20974,6088,4514,47,44
女皇,女皇,3,9,76693,2676,6088,1057,151,88
女郎,女郎,3,9,76693,2267,6088,833,736,387
女校,女校,3,10,76693,13122,6088,3100,N/A,N/A
女神,女神,3,10,76693,22077,6088,5048,489,260
女將,女将,3,11,76693,30460,6088,5177,4,4
女婿,女婿,3,12,76693,125,6088,91,106,78
女廁,女厕,3,12,76693,1856,6088,1111,17,15
女傭,女佣,3,13,76693,1049,6088,709,209,119
女裝,女装,3,13,76693,17633,6088,5028,107,79
女僕,女仆,3,14,76693,814,6088,426,232,131
女警,女警,3,20,76693,32561,6088,4422,43,33
女權,女权,3,22,76693,10283,6088,3515,89,68
子女,子女,3,3,177693,76693,6239,6088,109,94
子民,子民,3,5,177693,9468,6239,2882,84,63
子夜,子夜,3,8,177693,9438,6239,3703,23,12
子孫,子孙,3,10,177693,1239,6239,690,66,52
子宮,子宫,3,10,177693,2421,6239,892,212,124
子時,子时,3,10,177693,162611,6239,6240,N/A,N/A
子彈,子弹,3,15,177693,11460,6239,2815,2488,1027
小人,小人,3,2,99468,373292,6229,6240,168,145
小子,小子,3,3,99468,177693,6229,6239,4818,1918
小丑,小丑,3,4,99468,2948,6229,1595,972,488
小心,小心,3,4,99468,83418,6229,6225,7022,3271
小巧,小巧,3,5,99468,5321,6229,2676,52,45
小吃,小吃,3,6,99468,33829,6229,5493,96,82
小考,小考,3,6,99468,11613,6229,4125,N/A,N/A
小舟,小舟,3,6,99468,321,6229,160,4,4
小弟,小弟,3,7,99468,17768,6229,3540,229,167
小兒,小儿,3,8,99468,105402,6229,6066,47,29
小妹,小妹,3,8,99468,9193,6229,2270,37,29
小姐,小姐,3,8,99468,15933,6229,3566,8423,2582
小於,小于,3,8,99468,45429,6229,6064,26,24
小便,小便,3,9,99468,13982,6229,4830,204,164
小品,小品,3,9,99468,14318,6229,4239,235,32
小型,小型,3,9,99468,7502,6229,3126,332,268
小孩,小孩,3,9,99468,62601,6229,5876,3859,1846
小屋,小屋,3,9,99468,6385,6229,2805,450,307
小看,小看,3,9,99468,213974,6229,6239,100,90
小徑,小径,3,10,99468,1475,6229,1002,36,22
小時,小时,3,10,99468,162611,6229,6240,11709,4313
小氣,小气,3,10,99468,28334,6229,5724,116,106
小偷,小偷,3,11,99468,10591,6229,3468,572,359
小組,小组,3,11,99468,11486,6229,3398,1655,830
小販,小贩,3,11,99468,1470,6229,705,55,41
小趾,小趾,3,11,99468,560,6229,384,1,1
小鳥,小鸟,3,11,99468,3408,6229,1509,315,207
小麥,小麦,3,11,99468,7500,6229,1630,96,79
小湖,小湖,3,12,99468,1671,6229,720,1,1
小菜,小菜,3,12,99468,4069,6229,1930,128,120
小費,小费,3,12,99468,12016,6229,4257,401,295
小楷,小楷,3,13,99468,49,6229,37,N/A,N/A
小溪,小溪,3,13,99468,322,6229,168,113,73
小節,小节,3,13,99468,17377,6229,4267,39,35
小艇,小艇,3,13,99468,1110,6229,490,29,21
小解,小解,3,13,99468,36622,6229,5912,9,9
小凳,小凳,3,14,99468,402,6229,246,N/A,N/A
小睡,小睡,3,14,99468,14599,6229,4239,N/A,N/A
小腿,小腿,3,14,99468,4983,6229,2331,49,44
小說,小说,3,14,99468,281841,6229,6243,971,524
小寫,小写,3,15,99468,16083,6229,4244,6,6
小數,小数,3,15,99468,14754,6229,4620,5,5
小調,小调,3,15,99468,14539,6229,4336,45,34
小學,小学,3,16,99468,41964,6229,5516,339,248
小鎮,小镇,3,18,99468,5601,6229,2096,879,504
山川,山川,3,3,8779,777,2648,215,15,11
山水,山水,3,4,8779,21793,2648,5083,10,9
山丘,山丘,3,5,8779,507,2648,235,58,40
山地,山地,3,6,8779,78129,2648,6211,61,47
山羊,山羊,3,6,8779,2285,2648,1097,302,129
山芋,山芋,3,7,8779,79,2648,55,40,31
山谷,山谷,3,7,8779,1867,2648,893,230,145
山坡,山坡,3,8,8779,510,2648,331,63,53
山林,山林,3,8,8779,9991,2648,2512,23,18
山河,山河,3,8,8779,3471,2648,1428,11,8
山城,山城,3,9,8779,10406,2648,3482,10,3
山洞,山洞,3,9,8779,2997,2648,1509,151,96
山峰,山峰,3,10,8779,748,2648,520,41,35
山徑,山径,3,10,8779,1475,2648,1002,2,2
山脈,山脉,3,10,8779,1757,2648,955,120,87
山脊,山脊,3,10,8779,560,2648,372,88,52
山區,山区,3,11,8779,11770,2648,3924,59,50
山崖,山崖,3,11,8779,305,2648,206,16,12
山崗,山岗,3,11,8779,607,2648,375,8,8
山莊,山庄,3,11,8779,1168,2648,632,80,49
山野,山野,3,11,8779,4775,2648,2186,5,5
山頂,山顶,3,11,8779,5080,2648,2608,162,115
山勢,山势,3,13,8779,4547,2648,2247,N/A,N/A
山楂,山楂,3,13,8779,4,2648,4,3,3
山溝,山沟,3,13,8779,927,2648,678,8,6
山溪,山溪,3,13,8779,322,2648,168,N/A,N/A
山腰,山腰,3,13,8779,1198,2648,785,5,5
山腳,山脚,3,13,8779,7454,2648,3315,14,11
山賊,山贼,3,13,8779,1065,2648,562,N/A,N/A
山路,山路,3,13,8779,23462,2648,5258,39,24
山寨,山寨,3,14,8779,154,2648,75,15,14
山歌,山歌,3,14,8779,13868,2648,2608,2,2
山澗,山涧,3,15,8779,1,2648,1,1,1
山頭,山头,3,16,8779,49069,2648,6092,32,22
山嶺,山岭,3,17,8779,104,2648,58,6,6
山巒,山峦,3,22,8779,21,2648,18,15,12
山巔,山巅,3,22,8779,125,2648,109,4,4
工人,工人,3,2,44548,373292,5692,6240,617,400
工友,工友,3,4,44548,40149,5692,5845,10,9
工夫,工夫,3,4,44548,23767,5692,4537,132,121
工匠,工匠,3,6,44548,535,5692,289,36,31
工地,工地,3,6,44548,78129,5692,6211,180,110
工作,工作,3,7,44548,68168,5692,6143,30191,5295
工序,工序,3,7,44548,2630,5692,1430,4,4
工具,工具,3,8,44548,8138,5692,3540,1045,753
工科,工科,3,9,44548,11967,5692,3194,4,3
工時,工时,3,10,44548,162611,5692,6240,10,9
工專,工专,3,11,44548,7712,5692,3526,N/A,N/A
工場,工场,3,12,44548,34746,5692,5695,32,23
工程,工程,3,12,44548,10184,5692,3989,405,283
工會,工会,3,13,44548,321488,5692,6242,194,100
工業,工业,3,13,44548,13928,5692,4346,298,212
工蜂,工蜂,3,13,44548,1413,5692,450,15,12
工資,工资,3,13,44548,7880,5692,3164,601,432
工廠,工厂,3,15,44548,2077,5692,926,992,467
工潮,工潮,3,15,44548,1485,5692,927,N/A,N/A
工整,工整,3,16,44548,18021,5692,5253,9,8
工錢,工钱,3,16,44548,35222,5692,4921,91,71
工藝,工艺,3,19,44548,4389,5692,1868,47,40
工黨,工党,3,20,44548,1985,5692,725,6,3
已故,已故,3,9,65079,11435,6184,4136,112,97
已婚,已婚,3,11,65079,19494,6184,3555,340,246
已經,已经,3,13,65079,80207,6184,6214,51772,6123
干戈,干戈,3,4,60971,1792,6156,464,11,11
干犯,干犯,3,5,60971,17722,6156,4313,N/A,N/A
干涉,干涉,3,10,60971,1702,6156,1258,354,283
干預,干预,3,13,60971,7358,6156,3293,142,112
干擾,干扰,3,18,60971,5673,6156,3020,496,381
弓箭,弓箭,3,15,351,1291,191,556,108,53
才女,才女,3,3,46044,76693,6153,6088,12,11
才子,才子,3,3,46044,177693,6153,6239,12,12
才俊,才俊,3,9,46044,927,6153,475,6,6
才氣,才气,3,10,46044,28334,6153,5724,19,18
才能,才能,3,10,46044,241617,6153,6243,296,245
才智,才智,3,12,46044,4349,6153,2207,53,49
才華,才华,3,12,46044,7527,6153,2428,486,319
才幹,才干,3,13,46044,60971,6153,6156,58,58
才貌,才貌,3,14,46044,1933,6153,1440,6,6
才學,才学,3,16,46044,41964,6153,5516,5,5
才藝,才艺,3,19,46044,4389,6153,1868,N/A,N/A
才識,才识,3,19,46044,20878,6153,5397,1,1
不久,不久,4,3,904675,15073,6243,5007,867,738
不允,不允,4,4,904675,2897,6243,1852,N/A,N/A
不及,不及,4,4,904675,9979,6243,4072,30,30
不少,不少,4,4,904675,28266,6243,5879,1956,1435
不出,不出,4,5,904675,129404,6243,6239,N/A,N/A
不只,不只,4,5,904675,117406,6243,6238,86,82
不可,不可,4,5,904675,212670,6243,6239,1173,935
不平,不平,4,5,904675,14739,6243,4773,16,10
不必,不必,4,5,904675,27960,6243,5667,2468,1617
不甘,不甘,4,5,904675,1213,6243,607,9,8
不用,不用,4,5,904675,79299,6243,6222,3859,2526
不再,不再,4,6,904675,78039,6243,6230,4205,2571
不同,不同,4,6,904675,42995,6243,6029,5087,2808
不如,不如,4,6,904675,113103,6243,6234,576,504
不安,不安,4,6,904675,41719,6243,5846,731,599
不朽,不朽,4,6,904675,229,6243,190,74,65
不行,不行,4,6,904675,73109,6243,6201,5389,2714
不但,不但,4,7,904675,122236,6243,6154,260,229
不免,不免,4,7,904675,6707,6243,2975,8,8
不利,不利,4,7,904675,32917,6243,5286,480,357
不妥,不妥,4,7,904675,979,6243,724,182,152
不妨,不妨,4,7,904675,768,6243,654,137,127
不肖,不肖,4,7,904675,1137,6243,254,4,4
不良,不良,4,7,904675,3045,6243,1967,273,242
不足,不足,4,7,904675,8917,6243,4092,413,361
不佳,不佳,4,8,904675,2309,6243,1321,N/A,N/A
不到,不到,4,8,904675,290231,6243,6243,1458,1172
不和,不和,4,8,904675,155937,6243,6224,27,27
不宜,不宜,4,8,904675,1454,6243,1040,57,46
不幸,不幸,4,8,904675,13109,6243,4617,2208,1605
不忿,不忿,4,8,904675,17,6243,11,N/A,N/A
不怕,不怕,4,8,904675,17550,6243,5107,305,271
不明,不明,4,8,904675,69749,6243,6202,386,203
不服,不服,4,8,904675,24279,6243,5496,4,4
不治,不治,4,8,904675,11940,6243,3437,N/A,N/A
不法,不法,4,8,904675,60750,6243,6091,19,17
不知,不知,4,8,904675,211542,6243,6239,1717,1260
不肯,不肯,4,8,904675,22710,6243,5427,49,45
不便,不便,4,9,904675,13982,6243,4830,133,121
不是,不是,4,9,904675,1172098,6243,6243,376,342
不要,不要,4,9,904675,355730,6243,6243,20679,4984
不倒,不倒,4,10,904675,11875,6243,4483,N/A,N/A
不准,不准,4,10,904675,30289,6243,5768,652,484
不容,不容,4,10,904675,11265,6243,4542,98,92
不屑,不屑,4,10,904675,331,6243,266,59,57
不料,不料,4,10,904675,8527,6243,3653,6,6
不時,不时,4,10,904675,162611,6243,6240,100,98
不能,不能,4,10,904675,241617,6243,6243,9019,4266
不夠,不够,4,11,904675,23259,6243,5674,2163,1621
不得,不得,4,11,904675,208054,6243,6239,360,312
不惜,不惜,4,11,904675,2384,6243,1728,431,385
不爽,不爽,4,11,904675,2566,6243,1497,N/A,N/A
不理,不理,4,11,904675,41099,6243,5960,69,57
不符,不符,4,11,904675,2209,6243,1289,106,100
不許,不许,4,11,904675,44190,6243,5976,2130,1278
不單,不单,4,12,904675,18894,6243,5302,82,69
不堪,不堪,4,12,904675,1331,6243,927,135,130
不敢,不敢,4,12,904675,10588,6243,4394,N/A,N/A
不曾,不曾,4,12,904675,11274,6243,4302,134,120
不然,不然,4,12,904675,91514,6243,6232,2661,1762
不等,不等,4,12,904675,71184,6243,6178,16,16
不僅,不仅,4,13,904675,7927,6243,3005,1065,882
不慎,不慎,4,13,904675,728,6243,602,16,15
不會,不会,4,13,904675,321488,6243,6242,648,594
不當,不当,4,13,904675,80228,6243,6220,106,91
不禁,不禁,4,13,904675,3705,6243,2055,93,91
不解,不解,4,13,904675,36622,6243,5912,20,15
不該,不该,4,13,904675,80641,6243,6222,N/A,N/A
不詳,不详,4,13,904675,1172,6243,939,51,42
不過,不过,4,13,904675,198278,6243,6240,23333,4705
不像,不像,4,14,904675,71186,6243,6153,N/A,N/A
不實,不实,4,14,904675,57010,6243,6151,N/A,N/A
不對,不对,4,14,904675,191793,6243,6236,1494,1120
不滿,不满,4,14,904675,11463,6243,4554,255,223
不管,不管,4,14,904675,29106,6243,5850,7185,3680
不需,不需,4,14,904675,46611,6243,6013,N/A,N/A
不論,不论,4,15,904675,15732,6243,4889,716,557
不適,不适,4,15,904675,7527,6243,3617,122,109
不錯,不错,4,16,904675,63231,6243,6180,18930,4976
不斷,不断,4,18,904675,9088,6243,3966,1222,947
不穩,不稳,4,19,904675,2495,6243,1567,N/A,N/A
不願,不愿,4,19,904675,17132,6243,5055,N/A,N/A
不顧,不顾,4,21,904675,8298,6243,3735,181,170
不變,不变,4,23,904675,30205,6243,5828,N/A,N/A
丑角,丑角,4,7,2948,8735,1595,3624,7,6
中介,中介,4,4,69745,7696,6167,3610,89,66
中午,中午,4,4,69745,8167,6167,3507,637,514
中心,中心,4,4,69745,83418,6167,6225,3318,1612
中文,中文,4,4,69745,14196,6167,3743,138,93
中止,中止,4,4,69745,14732,6167,4866,225,170
中外,中外,4,5,69745,31747,6167,5860,12,10
中央,中央,4,5,69745,891,6167,524,804,501
中立,中立,4,5,69745,10194,6167,3980,102,83
中伏,中伏,4,6,69745,1434,6167,936,N/A,N/A
中共,中共,4,6,69745,7769,6167,3605,3,3
中年,中年,4,6,69745,54824,6167,6051,184,138
中旬,中旬,4,6,69745,46,6167,39,20,19
中和,中和,4,8,69745,155937,6167,6224,18,15
中肯,中肯,4,8,69745,22710,6167,5427,11,11
中型,中型,4,9,69745,7502,6167,3126,18,17
中指,中指,4,9,69745,22020,6167,5311,41,35
中毒,中毒,4,9,69745,12056,6167,2944,344,209
中秋,中秋,4,9,69745,1195,6167,538,2,2
中風,中风,4,9,69745,13301,6167,4400,223,135
中班,中班,4,10,69745,11120,6167,3608,5,4
中堅,中坚,4,11,69745,6717,6167,3304,19,17
中尉,中尉,4,11,69745,2212,6167,480,902,264
中庸,中庸,4,11,69745,378,6167,312,13,11
中途,中途,4,11,69745,2728,6167,1888,245,220
中部,中部,4,11,69745,34796,6167,5762,218,181
中暑,中暑,4,12,69745,475,6167,280,25,23
中期,中期,4,12,69745,18143,6167,5078,64,60
中游,中游,4,12,69745,12371,6167,3874,12,11
中等,中等,4,12,69745,71184,6167,6178,100,90
中華,中华,4,12,69745,7527,6167,2428,7,7
中間,中间,4,12,69745,60047,6167,6174,1594,1156
中傷,中伤,4,13,69745,22147,6167,5229,56,50
中層,中层,4,15,69745,3807,6167,1932,30,27
中樞,中枢,4,15,69745,116,6167,89,56,38
中獎,中奖,4,15,69745,5791,6167,2201,102,68
中鋒,中锋,4,15,69745,838,6167,523,28,16
中學,中学,4,16,69745,41964,6167,5516,387,259
中興,中兴,4,16,69745,24438,6167,5535,N/A,N/A
中選,中选,4,16,69745,25419,6167,4902,8,8
中餐,中餐,4,16,69745,10547,6167,3567,91,74
中斷,中断,4,18,69745,9088,6167,3966,270,203
中醫,中医,4,18,69745,26637,6167,4151,12,12
中藥,中药,4,19,69745,11037,6167,3189,6,5
中聽,中听,4,22,69745,81570,6167,6221,5,5
中籤,中签,4,23,69745,5898,6167,2456,N/A,N/A
丹心,丹心,4,4,4890,83418,899,6225,N/A,N/A
丹田,丹田,4,5,4890,1819,899,625,3,3
之上,之上,4,3,64755,236451,6164,6240,317,270
之下,之下,4,3,64755,153565,6164,6239,655,552
之中,之中,4,4,64755,69745,6164,6167,1533,1152
之內,之内,4,4,64755,19071,6164,5049,1041,834
之外,之外,4,5,64755,31747,6164,5860,1122,931
之前,之前,4,9,64755,75236,6164,6219,15187,5114
之後,之后,4,9,64755,109915,6164,6218,11099,4193
之間,之间,4,12,64755,60047,6164,6174,6212,3260
之際,之际,4,14,64755,7355,6164,3334,109,98
之餘,之余,4,15,64755,2819,6164,1967,N/A,N/A
予以,予以,4,5,1630,184508,1155,6238,65,58
互利,互利,4,7,3335,32917,2059,5286,29,23
互助,互助,4,7,3335,16435,2059,4880,63,45
互保,互保,4,9,3335,39731,2059,5920,N/A,N/A
互信,互信,4,9,3335,57928,2059,6108,4,3
互勉,互勉,4,9,3335,310,2059,283,N/A,N/A
互相,互相,4,9,3335,47856,2059,6109,1688,1267
互動,互动,4,11,3335,49274,2059,6044,121,95
互通,互通,4,11,3335,26617,2059,5569,13,11
互惠,互惠,4,12,3335,1040,2059,504,39,26
互換,互换,4,12,3335,9989,2059,4159,50,45
互補,互补,4,12,3335,3604,2059,2220,25,20
互毆,互殴,4,15,3335,391,2059,291,10,9
互諒,互谅,4,15,3335,3654,2059,1982,N/A,N/A
互選,互选,4,16,3335,25419,2059,4902,N/A,N/A
五行,五行,4,6,12246,73109,3931,6201,3,3
五官,五官,4,8,12246,21405,3931,3496,16,15
五金,五金,4,8,12246,19210,3931,4403,24,22
五彩,五彩,4,11,12246,5381,3931,2196,13,12
五樓,五楼,4,15,12246,9176,3931,3251,N/A,N/A
井水,井水,4,4,1114,21793,435,5083,35,26
井底,井底,4,8,1114,20210,435,5431,14,7
亢奮,亢奋,4,16,73,3781,52,2163,53,37
什麼,什么,4,14,307184,557804,6239,6227,236517,6224
什錦,什锦,4,16,307184,434,6239,235,45,32
仁兄,仁兄,4,5,1306,14373,728,3534,27,24
仁厚,仁厚,4,9,1306,1020,728,802,2,2
仁政,仁政,4,9,1306,8186,728,2546,N/A,N/A
仁慈,仁慈,4,13,1306,2088,728,991,511,348
仁義,仁义,4,13,1306,9488,728,3864,9,8
仆倒,仆倒,4,10,814,11875,426,4483,N/A,N/A
仇人,仇人,4,2,2085,373292,1149,6240,73,54
仇外,仇外,4,5,2085,31747,1149,5860,N/A,N/A
仇怨,仇怨,4,9,2085,2077,1149,1478,2,2
仇恨,仇恨,4,9,2085,4848,1149,2413,375,253
仇家,仇家,4,10,2085,112387,1149,6236,50,40
仇殺,仇杀,4,11,2085,47122,1149,4962,35,33
仇視,仇视,4,11,2085,15581,1149,4668,43,34
仇敵,仇敌,4,15,2085,3691,1149,1672,31,27
今天,今天,4,4,44976,127053,5996,6234,24750,5484
今日,今日,4,4,44976,23151,5996,5161,330,273
今世,今世,4,5,44976,21566,5996,5168,4,4
今生,今生,4,5,44976,162725,5996,6237,69,60
今年,今年,4,6,44976,54824,5996,6051,1802,1064
今夜,今夜,4,8,44976,9438,5996,3703,245,165
今昔,今昔,4,8,44976,273,5996,204,1,1
今後,今后,4,9,44976,109915,5996,6218,316,278
今晚,今晚,4,11,44976,50512,5996,5876,14178,3850
今晨,今晨,4,11,44976,2163,5996,1422,47,44
今朝,今朝,4,12,44976,3629,5996,1990,12,9
介入,介入,4,2,7696,24269,3610,5410,301,263
介面,介面,4,9,7696,67015,3610,6200,2,1
介紹,介绍,4,11,7696,2811,3610,1723,2583,1685
介意,介意,4,13,7696,103354,3610,6238,4053,2426
介懷,介怀,4,19,7696,8726,3610,3636,4,4
仍然,仍然,4,12,5117,91514,2687,6232,2922,1848
仍舊,仍旧,4,18,5117,3630,2687,2128,308,238
允許,允许,4,11,2897,44190,1852,5976,2734,1815
允當,允当,4,13,2897,80228,1852,6220,N/A,N/A
元旦,元旦,4,5,8765,3661,2746,2154,14,10
元件,元件,4,6,8765,31611,2746,5746,43,13
元兇,元凶,4,6,8765,6967,2746,1827,48,41
元老,元老,4,6,8765,52688,2746,5950,133,37
元帥,元帅,4,9,8765,2850,2746,1605,48,16
元首,元首,4,9,8765,12927,2746,4153,352,30
元宵,元宵,4,10,8765,456,2746,351,N/A,N/A
元素,元素,4,10,8765,3715,2746,1856,339,217
元配,元配,4,10,8765,5475,2746,2836,N/A,N/A
元寶,元宝,4,20,8765,18858,2746,4210,N/A,N/A
內子,内子,4,3,19071,177693,5049,6239,N/A,N/A
內心,内心,4,4,19071,83418,5049,6225,1444,1019
內功,内功,4,5,19071,9452,5049,3833,3,2
內外,内外,4,5,19071,31747,5049,5860,22,21
內向,内向,4,6,19071,24596,5049,5538,7,7
內在,内在,4,6,19071,546367,5049,6242,189,152
內地,内地,4,6,19071,78129,5049,6211,14,12
內奸,内奸,4,6,19071,1854,5049,794,117,47
內耳,内耳,4,6,19071,3964,5049,2129,16,14
內臣,内臣,4,6,19071,467,5049,222,N/A,N/A
內行,内行,4,6,19071,73109,5049,6201,31,30
內衣,内衣,4,6,19071,14941,5049,4375,553,379
內定,内定,4,8,19071,81657,5049,6219,16,10
內服,内服,4,8,19071,24279,5049,5496,N/A,N/A
內疚,内疚,4,8,19071,711,5049,555,480,383
內政,内政,4,9,19071,8186,5049,2546,49,34
內省,内省,4,9,19071,2285,5049,1412,5,5
內科,内科,4,9,19071,11967,5049,3194,40,35
內容,内容,4,10,19071,11265,5049,4542,1332,928
內海,内海,4,10,19071,16404,5049,3720,1,1
內耗,内耗,4,10,19071,817,5049,593,N/A,N/A
內訌,内讧,4,10,19071,39,5049,38,38,37
內務,内务,4,11,19071,13515,5049,4130,46,32
內患,内患,4,11,19071,1540,5049,997,N/A,N/A
內情,内情,4,11,19071,69279,5049,6178,72,69
內涵,内涵,4,11,19071,155,5049,138,76,70
內部,内部,4,11,19071,34796,5049,5762,1014,712
內陸,内陆,4,11,19071,2197,5049,996,37,35
內景,内景,4,12,19071,3764,5049,2168,4,3
內亂,内乱,4,13,19071,8384,5049,3862,6,6
內債,内债,4,13,19071,1180,5049,664,N/A,N/A
內傷,内伤,4,13,19071,22147,5049,5229,37,35
內幕,内幕,4,14,19071,2616,5049,1590,143,117
內閣,内阁,4,14,19071,1672,5049,585,140,85
內線,内线,4,15,19071,15170,5049,4282,136,92
內銷,内销,4,15,19071,3241,5049,1756,N/A,N/A
內戰,内战,4,16,19071,18511,5049,3826,173,123
內褲,内裤,4,15,19071,4360,5049,1938,867,479
內鬨,内哄,4,16,19071,430,5049,310,N/A,N/A
內臟,内脏,4,22,19071,5786,5049,2507,163,126
公子,公子,4,3,39292,177693,5751,6239,330,232
公元,公元,4,4,39292,8765,5751,2746,55,44
公公,公公,4,4,39292,39292,5751,5751,46,26
公分,公分,4,4,39292,48396,5751,6077,39,30
公升,公升,4,4,39292,4362,5751,2162,22,19
公尺,公尺,4,4,39292,2651,5751,1465,38,24
公文,公文,4,4,39292,14196,5751,3743,41,24
公斤,公斤,4,4,39292,369,5751,226,217,126
公主,公主,4,5,39292,28628,5751,5684,1219,513
公司,公司,4,5,39292,15818,5751,3838,10046,2684
公布,公布,4,5,39292,18253,5751,3969,454,341
公平,公平,4,5,39292,14739,5751,4773,2336,1556
公正,公正,4,5,39292,57215,5751,6186,599,429
公民,公民,4,5,39292,9468,5751,2882,719,449
公用,公用,4,5,39292,79299,5751,6222,28,23
公立,公立,4,5,39292,10194,5751,3980,150,93
公共,公共,4,6,39292,7769,5751,3605,800,610
公安,公安,4,6,39292,41719,5751,5846,24,11
公式,公式,4,6,39292,12142,5751,4521,78,54
公有,公有,4,6,39292,533631,5751,6243,14,12
公羊,公羊,4,6,39292,2285,5751,1097,N/A,N/A
公佈,公布,4,7,39292,18253,5751,3969,454,341
公告,公告,4,7,39292,76599,5751,6197,107,86
公車,公车,4,7,39292,55587,5751,5469,447,255
公里,公里,4,7,39292,190694,5751,6241,546,350
公事,公事,4,8,39292,179716,5751,6237,280,207
公函,公函,4,8,39292,206,5751,157,1,1
