Character,CHR/million,logCHR,logCHR-CD,HomoDensity,Num-Neighbors
练,194.81,3.9602,3.4306,7,305
娘,194.59,3.9598,3.4837,1,218
顿,194.4,3.9593,3.4374,7,305
断,194.02,3.9585,3.5984,5,305
设,193.33,3.9569,3.5407,7,306
松,193.23,3.9567,3.568,1,277
博,192.84,3.9558,3.3160000000000003,15,220
置,192.33,3.9547,3.5771,22,306
逃,192.33,3.9547,3.5224,5,220
观,191.52,3.9528,3.5436,7,277
痛,191.35,3.9525,3.5576,2,306
狂,191.09,3.9519,3.5771,2,219
足,190.37,3.9502,3.6119,4,219
码,190.13,3.9497,3.5111,4,262
恐,190.11,3.9496,3.5534,2,261
吉,189.79,3.9489,3.2584,19,220
历,189.06,3.9472,3.5539,23,306
慢,188.08,3.945,3.4935,7,305
妻,188.06,3.9449,3.4763,10,278
山,187.42,3.9434,3.4229,12,277
普,187.38,3.9433,3.4301,5,262
价,187.16,3.9429,3.5561,5,306
元,187.12,3.9428,3.4387,15,220
角,186.48,3.9413,3.5592,11,261
怀,186.29,3.9408,3.5606,4,218
床,185.86,3.9398,3.525,2,220
奥,185.5,3.9389999999999996,3.2307,4,305
模,184.54,3.9367,3.4358,8,220
验,184.5,3.9366,3.5085,14,306
索,184.28,3.9361,3.4437,4,260
街,183.58,3.9344,3.4932,8,278
艾,183.11,3.9333,3.0888,7,306
呼,182.77,3.9325,3.5469999999999997,3,278
祝,182.13,3.931,3.5489,10,306
料,182.04,3.9308,3.5626,5,305
休,181.55,3.9296,3.5580000000000003,5,277
灵,180.87,3.928,3.4685,19,220
狱,180.18,3.9263,3.4234,42,276
剧,179.48,3.9246,3.4339,15,306
乱,178.99,3.9235,3.5868,1,304
展,178.73,3.9228,3.5456,4,261
板,178.35,3.9219,3.5156,5,261
承,177.66,3.9202,3.5691,11,220
则,177.45,3.9197,3.5723,6,217
顾,177.15,3.9189999999999996,3.5723,4,305
深,176.58,3.9176,3.5711,10,278
产,176.43,3.9172,3.5244,4,260
洗,175.49,3.9149,3.5228,6,262
政,174.76,3.9131,3.4059,5,305
迷,174.46,3.9123,3.5460000000000003,8,220
领,174.42,3.9122,3.5093,2,262
午,174.36,3.9121,3.5449,8,262
纳,174.01,3.9112,3.303,5,305
谎,173.86,3.9108,3.4972,3,261
具,173.74,3.9105,3.549,15,306
退,173.37,3.9096,3.5209,1,305
福,172.35,3.907,3.4447,17,220
习,171.81,3.9057,3.5321,9,220
秘,171.71,3.9054,3.51,8,306
奶,171.58,3.9051,3.3522,4,260
遇,171.41,3.9047,3.5729,42,276
职,171.39,3.9046,3.5175,12,220
架,171.28,3.9043,3.4983,5,306
即,171.05,3.9037,3.5721,19,220
挺,170.88,3.9033,3.5373,4,261
史,170.83,3.9032,3.4071,7,262
负,170.36,3.9019999999999997,3.5598,16,306
千,169.81,3.9006,3.5097,12,278
脱,169.62,3.9001,3.5617,4,278
瑞,169.45,3.8997,3.0817,5,304
背,169.3,3.8993,3.5605,5,277
仅,169.23,3.8991,3.4778,6,261
追,168.83,3.8981,3.5275,4,276
伦,168.74,3.8978,3.2646,4,218
炸,168.36,3.8969,3.3265,5,306
资,168.23,3.8965,3.5002,13,277
画,168.16,3.8964,3.3775,5,305
踪,168.14,3.8963,3.4201,5,277
射,167.93,3.8958,3.4103,7,306
弃,167.48,3.8946,3.5434,13,306
傻,167.42,3.8944,3.529,1,262
藏,167.08,3.8935,3.5109,1,218
屁,166.63,3.8924,3.4315,3,306
瞧,166.52,3.8921,3.4113,6,220
修,166.5,3.892,3.4601,5,277
尸,166.22,3.8913,3.3377,10,278
闻,166.22,3.8913,3.5124,6,220
共,165.86,3.8904,3.5569,2,305
懂,165.62,3.8897,3.5281,2,261
蒂,164.96,3.888,3.0745,10,306
危,164.71,3.8873,3.5302,4,278
专,164.64,3.8872,3.5473,2,277
呆,164.64,3.8872,3.5180000000000002,3,277
介,164.3,3.8863,3.5575,8,306
萨,164.17,3.8859,3.2718,2,305
魔,163.21,3.8834,3.3224,8,220
急,162.34,3.8810000000000002,3.5489,19,220
碰,162.27,3.8809,3.5504,1,306
甚,162.25,3.8808,3.5619,5,306
糕,161.89,3.8798,3.5206,9,277
苦,161.46,3.8787,3.5302,1,261
念,160.76,3.8768,3.5338,2,305
适,160.69,3.8766,3.5583,29,306
华,160.69,3.8766,3.3852,5,219
冲,160.56,3.8763,3.5095,3,277
骗,160.56,3.8763,3.5028,3,304
厌,160.52,3.8762,3.5352,14,306
型,160.16,3.8752,3.495,5,220
麦,160.12,3.8751,3.2122,3,305
似,159.97,3.8747,3.5626,11,305
红,159.8,3.8742,3.4793,8,219
值,159.24,3.8727,3.5583,12,220
脚,159.13,3.8724,3.5205,11,261
六,158.81,3.8715,3.5006,2,306
谋,158.71,3.8712,3.3988,4,219
套,158.17,3.8698,3.5284,1,306
凯,157.36,3.8675,3.0216,4,260
众,157.34,3.8675,3.4487,2,305
预,157.08,3.8668,3.5176,42,276
际,157.02,3.8666,3.523,24,306
咱,156.96,3.8664,3.2373,1,219
波,156.72,3.8658,3.3332,7,278
卫,156.42,3.8649,3.3976,13,306
聊,156.34,3.8647,3.4803,8,219
养,156.1,3.864,3.498,4,262
导,155.31,3.8618,3.4898,6,261
虑,155.21,3.8615,3.5347,5,305
私,154.84,3.8605,3.5302,12,277
戴,154.67,3.86,3.4009,10,305
毁,154.24,3.8588,3.5042,3,262
鱼,154.22,3.8588,3.3528,42,276
滚,153.99,3.8581,3.4434,2,260
志,153.78,3.8575,3.4362,22,306
杂,153.71,3.8573,3.4847,2,219
居,153.65,3.8572,3.5269,11,278
词,153.24,3.8560000000000003,3.4627,9,219
食,153.03,3.8554,3.4823,10,220
诺,152.39,3.8536,3.3255,4,304
读,152.39,3.8536,3.4646,5,220
误,151.53,3.8511,3.5421,13,306
撒,151.47,3.8510000000000004,3.4558,2,277
突,150.38,3.8478,3.5491,8,220
牛,150.36,3.8478,3.4168,1,219
馆,150.08,3.847,3.4121,2,261
规,150.08,3.847,3.4953,9,277
陪,149.55,3.8454,3.4771,5,219
州,149.38,3.8449,3.3833,5,278
肉,149.36,3.8448,3.4609,1,304
形,149.31,3.8447,3.5143,5,220
耶,148.74,3.843,3.2975,3,220
凶,148.74,3.843,3.2617,4,276
森,148.48,3.8423,3.2271,1,275
商,147.9,3.8406,3.4902,4,277
纪,147.65,3.8399,3.4857,24,306
浪,147.54,3.8395,3.4888,1,305
石,147.22,3.8386,3.3655,10,305
顺,146.96,3.8378,3.5588,2,304
举,146.3,3.8359,3.5122,6,262
按,145.83,3.8345,3.5111,7,305
旅,144.3,3.8299,3.435,7,261
努,143.7,3.8281,3.4915,2,261
坚,143.4,3.8272,3.5189999999999997,16,277
测,143.23,3.8267,3.4186,5,303
免,143.19,3.8265,3.4735,5,261
喔,143.04,3.8261,3.1838,7,278
丝,142.99,3.8259,3.3261,12,277
辆,142.42,3.8242,3.3893,5,305
乔,142.01,3.823,2.989,6,220
防,141.76,3.8222,3.4423,3,220
句,141.76,3.8222,3.54,15,306
印,141.52,3.8214,3.4539,4,306
恋,141.5,3.8214,3.3632,7,305
玛,140.84,3.8193,3.1062,4,262
弗,140.8,3.8192,3.0382,17,220
季,140.58,3.8186,3.5831,24,306
严,140.22,3.8174,3.5378,14,220
推,139.9,3.8164,3.4967,1,277
伯,139.3,3.8146,3.1526,15,220
武,139.11,3.8139999999999996,3.3066,8,262
胜,139.02,3.8137,3.4007,5,306
毛,138.49,3.812,3.4574,5,219
压,138.4,3.8118,3.4844,5,279
败,137.96,3.8104,3.4501,4,306
究,137.93,3.8103,3.4601,11,305
评,137.81,3.8099,3.2878,11,217
屋,136.31,3.8052,3.4479,6,278
双,136.23,3.8049,3.4876,3,276
牙,135.88,3.8038,3.3824,5,221
斗,135.1,3.8013,3.384,6,305
鸡,134.95,3.8008,3.3560000000000003,22,278
审,134.18,3.7983,3.2679,2,262
南,133.98,3.7977,3.3298,5,217
速,133.96,3.7976,3.4426,9,305
蠢,133.92,3.7975,3.4747,1,261
丈,133.17,3.795,3.3581,8,305
守,133.11,3.7948,3.4642,3,261
获,133.09,3.7948,3.4704,14,305
八,132.83,3.7939,3.4745,7,279
致,132.34,3.7923,3.4962,22,306
细,132.23,3.792,3.4978,6,306
勒,132.21,3.7919,3.1898,4,304
称,132.11,3.7916,3.5081,2,278
塔,131.47,3.7894,3.179,1,261
丢,131.19,3.7885,3.4925,2,275
冰,131.19,3.7885,3.3789,2,277
态,130.93,3.7877,3.4947,7,305
吓,130.8,3.7872,3.4995,4,305
古,130.53,3.7863,3.3674,7,261
亡,129.93,3.7843,3.4064,2,219
状,129.8,3.7839,3.4733,4,304
鲁,128.88,3.7808,3.1959,6,261
疗,128.75,3.7804,3.3224,8,219
操,128.67,3.7801,3.3318,2,277
遗,127.39,3.7758,3.4717,16,220
判,127.24,3.7752,3.3786,6,305
响,127.13,3.7749,3.5001,4,262
网,126.98,3.7744,3.3845,4,261
箱,126.73,3.7735,3.3899,7,278
货,126.58,3.773,3.3967,14,305
围,126.09,3.7713,3.505,13,220
签,125.92,3.7707,3.3902,12,278
牌,125.36,3.7688,3.3897,3,219
户,124.59,3.7661,3.3986,8,306
寻,124.51,3.7658,3.4793,8,219
质,124.48,3.7657,3.431,12,220
供,123.84,3.7635,3.4571,12,277
奖,123.63,3.7628,3.3426,4,261
袋,123.55,3.7625,3.4379,10,305
胡,123.55,3.7625,3.4229,10,220
脏,123.52,3.7624,3.3992,4,304
堂,123.33,3.7617,3.3817,12,220
曼,123.2,3.7613,3.1418,7,305
效,123.14,3.761,3.4739,8,305
露,123.01,3.7606,3.4285,13,305
替,122.95,3.7603,3.4562,11,306
娜,122.88,3.7601,2.9661,2,218
座,122.82,3.7599,3.4366,5,304
园,122.71,3.7595,3.3683,15,220
拥,122.5,3.7588,3.4707,12,260
睛,122.31,3.7581,3.4445,14,277
冒,122.31,3.7581,3.4953,5,305
甜,122.24,3.7579,3.386,6,219
股,122.2,3.7577,3.3960000000000004,7,261
香,122.2,3.7577,3.3793,7,278
笔,121.41,3.7549,3.4218,5,262
沙,121.33,3.7546,3.3428,8,278
扰,121.11,3.7538,3.48,1,261
挑,121.11,3.7538,3.4053,1,277
姑,120.41,3.7513,3.3310000000000004,11,277
爆,119.81,3.7491,3.345,7,305
镇,119.57,3.7483,3.3214,7,305
暴,119.47,3.7479,3.4385,7,305
困,118.23,3.7434,3.4797,1,305
项,118.21,3.7433,3.3876,6,306
概,118.1,3.7429,3.4679,3,305
摩,117.76,3.7416,3.237,8,220
虽,117.57,3.7409,3.4797,2,277
纽,117.25,3.7397,3.2378,4,261
享,117.1,3.7392,3.4615,4,262
配,116.88,3.7384,3.4527,3,305
迹,116.69,3.7377,3.3986,22,278
登,116.48,3.7369,3.3351,3,277
诞,116.27,3.7361,3.1072,10,305
竟,115.82,3.7344,3.4675,12,305
叔,115.69,3.7339,3.0422,5,220
捕,115.5,3.7332,3.3659,5,260
赌,115.24,3.7322,3.3326,4,262
阻,114.9,3.7309,3.4291,5,261
彩,114.88,3.7309,3.3416,4,262
搬,114.54,3.7296,3.3713,8,277
属,114.39,3.7289999999999996,3.4526,9,262
招,114.05,3.7277,3.4717,3,277
婆,113.64,3.7262,3.3160000000000003,3,220
巧,113.6,3.7260000000000004,3.4275,2,262
骨,113.38,3.7252,3.3322,7,261
塞,113.34,3.725,3.298,6,303
剩,113.32,3.7249,3.4683,5,306
酷,113.21,3.7245,3.4026,4,305
课,112.83,3.7230000000000003,3.3166,6,306
烟,112.64,3.7223,3.3191,5,278
摄,112.32,3.7211,3.2355,7,306
封,112.25,3.7208,3.3707,9,277
咖,112.12,3.7203,3.3434,1,277
低,112.06,3.7201,3.458,4,278
技,111.72,3.7188,3.3901,24,306
迟,111.59,3.7183,3.4472,6,220
纸,111.46,3.7178,3.3955,11,262
烧,110.84,3.7153,3.3664,6,278
委,110.65,3.7146,3.1523,10,262
暗,110.5,3.714,3.4084,7,305
左,110.16,3.7126,3.3952,2,260
输,110.03,3.7121,3.3547,12,278
曲,109.33,3.7094,3.2876,3,261
仍,109.24,3.7089999999999996,3.4293,1,218
训,109.16,3.7087,3.3537,7,305
借,109.16,3.7087,3.4433,8,306
扔,109.01,3.7081,3.4079,1,276
善,108.69,3.7068,3.3908,11,305
社,108.54,3.7062,3.3619,7,306
轮,108.49,3.7060000000000004,3.3892,4,218
顶,108.45,3.7059,3.4163,3,261
聪,108.3,3.7053,3.4333,5,276
秀,108.07,3.7043,3.2629,6,305
刀,106.72,3.6989,3.2891,1,277
莫,106.47,3.6978,3.1635,13,306
腿,106.38,3.6975,3.3675,1,261
族,105.87,3.6954,3.2531,4,219
鞋,105.76,3.695,3.2918,12,220
兵,105.57,3.6942,3.1389,2,277
锁,105.46,3.6937,3.3751,4,260
妮,105.4,3.6935,2.8899,4,219
异,105.31,3.6931,3.4103,37,306
誓,105.23,3.6928,3.4126,29,306
树,105.14,3.6924,3.2867,10,306
木,105.12,3.6923,3.2689999999999997,12,304
抢,104.76,3.6908,3.3367,2,262
档,104.67,3.6905,3.3336,3,261
雇,104.57,3.69,3.3103,4,305
广,104.52,3.6898,3.3056,2,261
丹,104.4,3.6893,2.9538,3,277
银,104.29,3.6889,3.2304,6,220
镜,104.27,3.6888,3.3351,12,305
群,104.18,3.6884,3.4126,2,217
坦,104.18,3.6884,3.2939999999999996,4,262
汉,104.05,3.6879,3.2245,11,305
土,103.99,3.6876,3.3153,4,262
短,103.99,3.6876,3.4138,1,261
伴,103.63,3.6861,3.3819999999999997,7,305
播,103.63,3.6861,3.2758,2,306
环,103.5,3.6856,3.3644,7,220
恨,103.5,3.6856,3.3826,1,305
移,103.43,3.6853,3.3679,16,220
编,103.14,3.6839999999999997,3.3071,5,277
温,103.07,3.6838,3.3547,2,278
刺,102.9,3.6830000000000003,3.3930000000000002,3,305
毫,102.15,3.6799,3.4276,6,218
右,102.11,3.6797,3.3679,11,306
野,101.94,3.679,3.3397,4,262
哭,101.92,3.6789,3.3328,7,277
遍,101.83,3.6785,3.4478,3,304
库,101.45,3.6769,3.2405,4,305
搭,101.11,3.6754,3.3558,5,278
康,100.79,3.674,3.3032,4,276
症,100.1,3.6711,3.2776,9,277
荣,100.08,3.6710000000000003,3.3512,12,217
充,99.7,3.6693,3.4349,3,277
创,99.63,3.6689999999999996,3.3773,1,306
尝,99.59,3.6689,3.353,4,220
列,99.19,3.6671,3.3282,8,304
毕,98.72,3.665,3.3373,25,306
般,98.44,3.6638,3.4203,8,277
聚,97.88,3.6613,3.3543,15,306
劳,97.67,3.6604,3.3113,5,220
攻,97.39,3.6592,3.2579,12,277
忍,97.29,3.6587,3.4045,3,261
势,97.07,3.6577,3.3516,29,306
尊,96.6,3.6556,3.3736,5,275
吻,96.52,3.6552,3.2878,2,262
汤,96.48,3.655,3.0708,3,278
优,96.37,3.6546,3.3604,6,278
境,96.37,3.6546,3.4038,12,305
蒙,96.03,3.653,3.1824,5,219
偶,95.96,3.6527,3.2167,4,262
熟,95.47,3.6505,3.4379,5,220
营,95.47,3.6505,3.3004,11,220
苏,95.26,3.6495,3.1676,3,277
爷,95.24,3.6494,3.0374,3,220
微,95.07,3.6487,3.3764,13,220
埃,94.66,3.6468,2.9643,6,278
抽,94.43,3.6457,3.3379,2,278
盖,94.23,3.6448,3.3107,3,305
灯,94.21,3.6447,3.3306,3,277
莎,93.98,3.6437,2.9294,6,276
府,93.98,3.6437,3.2398,11,262
透,93.72,3.6425,3.4171,1,305
魂,93.7,3.6424,3.1956,2,219
艺,93.7,3.6424,3.2714,37,306
掌,93.29,3.6405,3.3739999999999997,2,261
啥,93.27,3.6404,3.1847,1,220
升,93.12,3.6397,3.3349,6,278
裤,93.08,3.6395,3.2874,4,305
临,93.04,3.6393,3.3929,9,217
智,92.85,3.6384,3.3438,22,306
盘,91.78,3.6334,3.3621,4,219
研,91.01,3.6297,3.2746,14,220
菲,90.8,3.6287,2.975,7,278
归,90.41,3.6269,3.4168,9,277
撞,90.31,3.6263,3.3086,4,304
隐,90.28,3.6262,3.3666,5,262
附,90.24,3.6260000000000003,3.3922,16,306
搜,90.07,3.6252,3.2672,5,275
摆,89.99,3.6248,3.361,3,262
散,89.9,3.6244,3.3713,1,305
阳,89.66,3.6232,3.3086,7,220
协,89.47,3.6223,3.3385,12,220
租,89.39,3.6219,3.2206,1,277
泰,88.9,3.6195,2.9899,7,305
岛,88.68,3.6185,3.1048,6,261
健,88.51,3.6176,3.3206,19,305
饼,88.32,3.6167,3.2292,7,261
较,88.32,3.6167,3.4014,7,305
避,88.26,3.6164,3.3659,25,306
猫,88.19,3.6161,3.1414,1,277
七,87.4,3.6121,3.3383,10,278
菜,86.87,3.6095,3.2856,2,306
糖,86.8,3.6092,3.2531,12,220
痴,86.7,3.6086,3.3179,6,278
富,86.7,3.6086,3.3002,16,306
降,86.36,3.6069,3.303,5,305
怜,85.97,3.605,3.3744,19,220
既,85.89,3.6046,3.42,24,306
织,85.86,3.6044,3.2455,11,278
执,85.82,3.6042,3.343,12,220
戒,85.78,3.6039999999999996,3.2338,8,306
佛,85.74,3.6038,3.1529,17,220
抗,85.59,3.603,3.3132,2,304
笨,85.25,3.6013,3.284,1,305
航,85.2,3.6011,3.0892,3,217
妙,84.69,3.5985,3.3604,2,306
迈,84.63,3.5981,2.9786,3,305
耳,84.63,3.5981,3.3282,5,261
匙,84.5,3.5975,3.2111,6,220
宣,83.99,3.5948,3.3286,3,279
烂,83.99,3.5948,3.361,2,305
秒,83.79,3.5938,3.2824,4,262
挂,83.54,3.5925,3.3577,2,305
旁,83.26,3.5911,3.3854,3,219
勇,82.94,3.5894,3.2984,12,260
钥,82.56,3.5874,3.1995,9,304
悲,82.56,3.5874,3.3489,5,277
妇,82.19,3.5855,3.2838,16,306
圈,82.13,3.5851,3.3107,2,278
敬,82.06,3.5848,3.3073,12,305
劲,81.81,3.5834,3.3739999999999997,10,305
帕,81.77,3.5832,2.9557,2,305
草,81.36,3.5810000000000004,3.2982,1,261
醉,81.36,3.5810000000000004,3.2938,3,304
绑,81.34,3.5809,3.1827,4,261
层,81.27,3.5806,3.286,1,218
吵,81.23,3.5804,3.3235,2,261
龙,81.08,3.5796,3.1377,8,217
挥,80.98,3.5789999999999997,3.2639,6,278
奋,80.72,3.5776,3.3351,6,306
忆,80.72,3.5776,3.2516,37,306
折,80.59,3.5769,3.3541,9,220
彼,80.57,3.5768,3.1934,5,262
末,80.55,3.5767,3.3206,13,306
北,80.44,3.5761,3.2327,1,261
景,80.36,3.5756,3.3361,9,261
沃,80.29,3.5753,2.8488,7,305
废,80.16,3.5746,3.34,8,306
副,80.06,3.574,3.2849,16,306
默,79.91,3.5732,3.2269,13,306
铁,79.87,3.573,3.2433,1,260
初,79.84,3.5729,3.3467,4,278
雪,79.65,3.5718,3.1596,2,262
瓦,79.44,3.5707,2.9921,1,262
素,79.31,3.57,3.2686,9,305
禁,79.1,3.5688,3.3128,10,305
诚,78.97,3.5681,3.3255,11,220
黄,78.86,3.5675,3.2643,11,219
敌,78.8,3.5671,3.2232,9,220
夏,78.8,3.5671,3.1364,4,305
贵,78.61,3.5661,3.3243,3,305
欧,78.5,3.5655,3.055,7,278
旦,78.16,3.5636,3.3332,10,305
依,78.05,3.563,3.3224,10,278
谅,78.01,3.5628,3.2971,5,305
桌,77.99,3.5626,3.3126,3,276
雄,77.73,3.5612,3.2193,2,218
丁,77.71,3.5611,3.1427,4,277
舒,77.6,3.5605,3.333,12,278
粉,77.58,3.5604,3.2443,1,262
旧,77.5,3.5599,3.3280000000000003,11,305
朝,77.47,3.5598,3.2989,3,277
厅,77.28,3.5587,3.2831,3,277
恭,77.15,3.5580000000000003,3.2643,12,277
汽,77.03,3.5573,3.2463,13,306
补,76.94,3.5568,3.3464,5,260
徒,76.94,3.5568,3.2333,8,220
稍,76.94,3.5568,3.3274,6,278
摇,76.62,3.555,3.2114,9,220
躲,76.49,3.5542,3.312,3,261
窗,76.28,3.553,3.2781,2,278
源,76.17,3.5524,3.2947,15,220
蓝,76.09,3.5519,3.2253,8,219
章,76.0,3.5514,3.2297,5,277
灭,75.7,3.5497,3.2548,3,304
疼,75.34,3.5477,3.2485,5,217
孤,75.28,3.5473,3.2853,11,277
滑,75.21,3.5469,3.2304,5,219
碎,75.15,3.5465,3.2909,8,305
弱,74.7,3.5439,3.3195,5,303
仔,74.66,3.5437,3.2856,6,261
款,74.42,3.5423,3.2378,1,260
拒,74.4,3.5422,3.3274,15,306
河,74.1,3.5405,3.1547,12,219
伍,73.74,3.5383,3.0422,8,262
纹,73.67,3.5379,3.1449,6,220
臭,73.61,3.5376,3.2582,1,306
幻,73.12,3.5347,3.2214,6,306
童,73.03,3.5342,3.2209,9,220
翰,72.91,3.5334,2.7993,11,305
闪,72.8,3.5328,3.2258,1,261
残,72.78,3.5326,3.3153,3,219
鸟,72.76,3.5325,3.1787,2,260
骑,72.42,3.5305,3.0803,23,220
翻,72.2,3.5292,3.3164,3,278
洲,72.18,3.529,3.179,5,278
瑟,71.82,3.5269,2.7973,6,303
沉,71.45,3.5247,3.2953,8,218
饿,71.22,3.5232,3.2723,14,305
砸,71.22,3.5232,3.3088,2,219
互,71.2,3.5231,3.3137,8,306
卷,71.18,3.523,3.273,6,304
拖,71.11,3.5226,3.2936,4,278
瓜,70.77,3.5205,3.2643,6,277
例,70.64,3.5197,3.3043,23,306
财,70.56,3.5192,3.2114,4,220
瓶,70.52,3.5189,3.2485,11,217
墙,70.45,3.5185,3.2413,5,220
拳,70.43,3.5184,2.9818,9,220
牢,70.39,3.5181,3.2304,5,220
典,69.94,3.5153,3.2548,4,261
垃,69.9,3.5151,3.2492,4,304
染,69.9,3.5151,3.1804,2,260
漫,69.87,3.5149,3.2430000000000003,7,305
触,69.79,3.5144,3.2960000000000003,4,306
胁,69.79,3.5144,3.2625,12,220
施,69.68,3.5138,3.2689999999999997,10,278
胸,69.68,3.5138,3.2472,4,276
阴,69.49,3.5126,3.2516,7,278
孕,69.45,3.5123,3.0795,6,305
惹,69.45,3.5123,3.3193,2,260
硬,69.34,3.5116,3.2683,2,306
逮,69.32,3.5115,3.2198,10,305
销,69.19,3.5107,3.2445,15,277
邦,69.17,3.5105,3.0667,4,277
劫,69.13,3.5103,3.0945,13,220
袭,69.02,3.5096,3.1775,9,220
育,69.0,3.5095,3.238,42,276
虫,68.91,3.5089,3.0903,3,262
嫌,68.51,3.5064,3.1565,9,220
累,68.49,3.5062,3.2822,3,262
怖,68.36,3.5054,3.1746,12,304
握,68.17,3.5042,3.3015,7,305
雨,68.08,3.5037,3.1559,9,260
缺,68.02,3.5032,3.3089999999999997,2,277
琳,67.95,3.5028,2.6721,9,217
墨,67.44,3.4995,3.063,13,306
迫,67.44,3.4995,3.3103,5,306
采,67.25,3.4983,3.2683,4,262
辈,67.14,3.4976,3.3101,10,305
陷,67.08,3.4972,3.2865,12,306
蹈,67.06,3.4971,2.8274,8,305
限,66.97,3.4965,3.2942,12,306
巨,66.69,3.4947,3.2439999999999998,15,306
鲍,66.65,3.4944,2.6395,7,305
针,66.57,3.4939,3.2385,11,277
雅,66.46,3.4932,3.0737,2,263
兹,66.37,3.4926,2.8785,13,277
尾,66.37,3.4926,3.2605,10,262
青,66.33,3.4923,3.218,9,278
席,66.29,3.4921,3.2103,9,220
逼,65.97,3.49,3.2927,2,278
犹,65.88,3.4894,3.1014,8,220
扮,65.69,3.4881,3.2492,7,305
赞,65.6,3.4876,3.2472,1,305
邀,65.46,3.4866,3.2251,8,278
净,65.43,3.4864,3.2942,12,305
闹,65.26,3.4853,3.2822,2,305
访,65.11,3.4843,3.2239999999999998,3,262
良,65.01,3.4836,3.2938,4,219
叛,65.01,3.4836,3.1632,6,305
驾,64.84,3.4824,3.2127,5,306
范,64.84,3.4824,3.2425,6,306
俄,64.49,3.4802,2.9741,9,219
猪,64.47,3.48,3.1041,10,278
辛,64.47,3.48,3.1399,9,276
杉,64.17,3.478,3.0124,12,277
淘,64.09,3.4774,2.842,5,220
洞,63.98,3.4767,3.1787,6,305
冠,63.98,3.4767,3.0286,8,305
伟,63.73,3.4749,3.1934,10,262
珍,63.68,3.4747,3.063,11,277
梅,63.58,3.4739,2.8357,13,219
朗,63.36,3.4725,2.9703,1,261
欠,63.24,3.4716,3.2423,6,306
扯,63.02,3.4701,3.2774,1,261
丑,62.94,3.4695,3.2028,2,262
竞,62.51,3.4666,3.1268,12,305
剂,62.23,3.4646,3.1647,24,306
烈,62.17,3.4642,3.2541,8,304
李,62.12,3.4639,3.0531,9,262
村,62.06,3.4634,3.0257,2,277
厉,61.93,3.4625,3.273,23,306
厨,61.87,3.4621,3.1529,6,220
允,61.85,3.4619,3.2676,3,263
授,61.83,3.4618,3.0741,9,305
堆,61.66,3.4606,3.2788,1,276
庆,61.53,3.4597,3.2251,3,306
率,61.46,3.4592,3.2177,2,305
怒,61.4,3.4588,3.237,1,305
寓,61.4,3.4588,3.1361,42,276
液,61.31,3.4582,3.1411,9,306
谓,61.14,3.457,3.3071,13,306
估,61.1,3.4567,3.2594,11,277
鲜,61.06,3.4564,3.2393,6,278
磨,60.84,3.4548,3.2662,8,220
帅,60.84,3.4548,3.2055,2,305
婊,60.78,3.4544,3.0828,4,260
尿,60.69,3.4538,3.1361,2,304
键,60.61,3.4532,3.2704,19,305
余,60.18,3.4501,3.2938,42,276
绍,60.01,3.4489,3.2363,4,306
娃,59.82,3.4475,2.8494,1,220
刑,59.8,3.4473,3.091,5,220
扫,59.69,3.4465,3.2258,2,260
核,59.48,3.445,3.0607,12,219
损,59.22,3.4431,3.2312,2,259
辩,59.03,3.4417,3.0298,7,305
惯,59.03,3.4417,3.2929,8,305
傲,58.67,3.4389999999999996,3.2243,4,305
减,58.67,3.4389999999999996,3.2177,14,261
泡,58.65,3.4389,3.1623,3,306
摸,58.47,3.4376,3.1655,1,278
著,58.37,3.4368,3.2082,10,306
途,58.24,3.4358,3.2760000000000002,8,220
矶,58.2,3.4355,2.9969,22,278
鼓,58.2,3.4355,3.1867,7,261
堡,58.11,3.4349,3.0693,5,261
愚,58.09,3.4347,3.2458,42,276
敏,58.03,3.4342,3.1411,5,260
版,57.81,3.4326,3.1602,5,261
盒,57.77,3.4323,3.1109,12,219
订,57.75,3.4322,3.1853,5,305
寄,57.58,3.4309,3.1813,24,306
赚,57.51,3.4304,3.1744,2,305
爵,57.43,3.4298,2.7789,13,218
材,57.3,3.4288,3.2009,4,220
盛,57.28,3.4286,3.1575,5,306
尤,57.19,3.428,3.1452,8,220
皇,57.13,3.4275,3.0241,11,219
夺,57.04,3.4268,3.2082,4,219
邮,56.92,3.4259,3.1222,8,220
俱,56.7,3.4242,3.1143,15,306
九,56.66,3.4239,3.1767,6,261
盗,56.64,3.4237,3.0158,8,305
尺,56.6,3.4234,3.1658,5,262
愉,56.45,3.4223,3.2529,42,276
序,56.15,3.42,3.1553,11,305
鼠,55.91,3.4181,3.0615,9,262
幕,55.85,3.4176,3.2014,12,304
踢,55.85,3.4176,3.1235,3,278
憾,55.74,3.4168,3.2562,11,305
汰,55.74,3.4168,2.6637,7,305
隔,55.7,3.4165,3.2183,9,220
彻,55.61,3.4158,3.2084,6,305
插,55.44,3.4145,3.2355,5,277
猎,55.38,3.4139999999999997,3.0314,8,304
尚,55.38,3.4139999999999997,3.0438,4,305
潜,55.27,3.4131,3.1492,8,220
构,55.14,3.4121,3.1995,5,305
烤,55.14,3.4121,3.1271,4,260
霍,55.02,3.4111,2.7582,14,305
悔,54.97,3.4108,3.1608,3,262
暂,54.89,3.4101,3.245,9,305
爽,54.78,3.4093,3.1752,1,260
扎,54.67,3.4084,3.1055,3,278
绪,54.61,3.4079,3.2196,11,305
